"","N","0,1","0,2","0,3","0,4","1,0","1,2","1,3","1,4","2,0","2,1","2,3","2,4","3,0","3,1","3,2","3,4","4,0","4,1","4,2","4,3"
"1",2014,0,4,11,1,0,0,986,0,7,0,0,0,28,977,0,0,0,0,0,0
"2",1350,0,8,12,1,0,0,653,0,7,0,0,0,20,649,0,0,0,0,0,0
"3",1479,0,4,16,1,0,0,721,0,3,0,0,0,17,717,0,0,0,0,0,0
"4",1322,0,4,13,1,0,0,642,0,5,0,0,0,17,640,0,0,0,0,0,0
"5",1593,0,8,20,1,0,0,767,0,9,0,0,0,23,765,0,0,0,0,0,0
"6",1304,0,4,15,1,0,0,630,0,9,0,0,0,16,629,0,0,0,0,0,0
"7",1328,0,7,15,1,0,0,638,0,7,0,0,0,23,637,0,0,0,0,0,0
"8",1631,0,4,19,1,0,0,789,0,8,0,0,0,26,784,0,0,0,0,0,0
"9",1416,0,6,11,1,0,0,689,0,7,0,0,0,17,685,0,0,0,0,0,0
"10",1345,0,4,10,1,0,0,652,0,10,0,0,0,16,652,0,0,0,0,0,0
"11",1357,0,7,11,1,0,0,661,0,6,0,0,0,14,657,0,0,0,0,0,0
"12",1200,0,7,21,1,0,0,572,0,7,0,0,0,23,569,0,0,0,0,0,0
"13",1771,0,4,14,1,0,0,861,0,6,0,0,0,24,861,0,0,0,0,0,0
"14",1237,0,8,16,1,0,0,591,0,10,0,0,0,19,592,0,0,0,0,0,0
"15",1202,0,6,17,1,0,0,575,0,7,0,0,0,17,579,0,0,0,0,0,0
"16",931,0,4,11,1,0,0,454,0,1,0,0,0,10,450,0,0,0,0,0,0
"17",1699,0,6,13,1,0,0,823,0,9,0,0,0,27,820,0,0,0,0,0,0
"18",1449,0,6,14,1,0,0,704,0,6,0,0,0,16,702,0,0,0,0,0,0
"19",1434,0,5,12,1,0,0,694,0,11,0,0,0,18,693,0,0,0,0,0,0
"20",1249,0,3,16,1,0,0,603,0,2,0,0,0,19,605,0,0,0,0,0,0
"21",1877,0,7,12,1,0,0,912,0,6,0,0,0,31,908,0,0,0,0,0,0
"22",1909,0,5,12,1,0,0,927,0,13,0,0,0,28,923,0,0,0,0,0,0
"23",1492,0,10,18,1,0,0,715,0,11,0,0,0,20,717,0,0,0,0,0,0
"24",1485,0,4,16,1,0,0,720,0,4,0,0,0,21,719,0,0,0,0,0,0
"25",2145,0,3,25,1,0,0,1044,0,2,0,0,0,29,1041,0,0,0,0,0,0
"26",1420,0,5,13,1,0,0,691,0,2,0,0,0,19,689,0,0,0,0,0,0
"27",1566,0,4,20,1,0,0,759,0,3,0,0,0,22,757,0,0,0,0,0,0
"28",1626,0,3,14,1,0,0,796,0,2,0,0,0,15,795,0,0,0,0,0,0
"29",1522,0,5,16,1,0,0,740,0,5,0,0,0,16,739,0,0,0,0,0,0
"30",1298,0,6,11,1,0,0,635,0,2,0,0,0,10,633,0,0,0,0,0,0
"31",1818,0,4,21,1,0,0,880,0,5,0,0,0,27,880,0,0,0,0,0,0
"32",1195,0,6,13,1,0,0,577,0,9,0,0,0,14,575,0,0,0,0,0,0
"33",1255,0,3,18,1,0,0,607,0,2,0,0,0,15,609,0,0,0,0,0,0
"34",972,0,4,16,1,0,0,466,0,6,0,0,0,9,470,0,0,0,0,0,0
"35",2136,0,4,12,1,0,0,1042,0,6,0,0,0,31,1040,0,0,0,0,0,0
"36",1608,0,4,17,1,0,0,780,0,3,0,0,0,22,781,0,0,0,0,0,0
"37",1295,0,4,15,1,0,0,627,0,4,0,0,0,12,632,0,0,0,0,0,0
"38",1070,0,4,15,1,0,0,513,0,9,0,0,0,13,515,0,0,0,0,0,0
"39",1904,0,5,16,1,0,0,928,0,5,0,0,0,33,916,0,0,0,0,0,0
"40",2060,0,4,15,1,0,0,1005,0,10,0,0,0,24,1001,0,0,0,0,0,0
"41",1224,0,5,16,1,0,0,592,0,4,0,0,0,18,588,0,0,0,0,0,0
"42",1640,0,6,14,1,0,0,797,0,6,0,0,0,22,794,0,0,0,0,0,0
"43",1208,0,5,15,1,0,0,583,0,4,0,0,0,14,586,0,0,0,0,0,0
"44",1912,0,5,16,1,0,0,936,0,2,0,0,0,22,930,0,0,0,0,0,0
"45",1431,0,4,14,1,0,0,697,0,3,0,0,0,18,694,0,0,0,0,0,0
"46",1056,0,8,19,1,0,0,502,0,8,0,0,0,13,505,0,0,0,0,0,0
"47",1682,0,4,15,1,0,0,817,0,4,0,0,0,27,814,0,0,0,0,0,0
"48",1204,0,4,17,1,0,0,583,0,3,0,0,0,19,577,0,0,0,0,0,0
"49",1779,0,4,12,1,0,0,868,0,3,0,0,0,30,861,0,0,0,0,0,0
"50",1828,0,5,11,1,0,0,895,0,5,0,0,0,19,892,0,0,0,0,0,0
"51",1090,0,4,13,1,0,0,526,0,10,0,0,0,13,523,0,0,0,0,0,0
"52",842,0,4,16,1,0,0,401,0,8,0,0,0,11,401,0,0,0,0,0,0
"53",1723,0,4,13,1,0,0,839,0,3,0,0,0,25,838,0,0,0,0,0,0
"54",1467,0,4,20,1,0,0,709,0,5,0,0,0,22,706,0,0,0,0,0,0
"55",2052,0,4,15,1,0,0,998,0,3,0,0,0,36,995,0,0,0,0,0,0
"56",1643,0,5,17,1,0,0,796,0,9,0,0,0,22,793,0,0,0,0,0,0
"57",1393,0,4,14,1,0,0,680,0,4,0,0,0,15,675,0,0,0,0,0,0
"58",1280,0,4,17,1,0,0,619,0,5,0,0,0,12,622,0,0,0,0,0,0
"59",1825,0,4,16,1,0,0,889,0,8,0,0,0,22,885,0,0,0,0,0,0
"60",1129,0,6,15,1,0,0,544,0,7,0,0,0,16,540,0,0,0,0,0,0
"61",1148,0,6,14,1,0,0,554,0,8,0,0,0,12,553,0,0,0,0,0,0
"62",1758,0,6,16,1,0,0,853,0,6,0,0,0,24,852,0,0,0,0,0,0
"63",1143,0,5,13,1,0,0,549,0,13,0,0,0,12,550,0,0,0,0,0,0
"64",1154,0,5,16,1,0,0,555,0,4,0,0,0,17,556,0,0,0,0,0,0
"65",1876,0,3,17,1,0,0,916,0,2,0,0,0,25,912,0,0,0,0,0,0
"66",1266,0,4,17,1,0,0,612,0,4,0,0,0,18,610,0,0,0,0,0,0
"67",1125,0,7,13,1,0,0,539,0,8,0,0,0,17,540,0,0,0,0,0,0
"68",864,0,5,11,1,0,0,411,0,10,0,0,0,8,418,0,0,0,0,0,0
"69",1211,0,3,17,1,0,0,588,0,2,0,0,0,17,583,0,0,0,0,0,0
"70",1258,0,4,17,1,0,0,607,0,3,0,0,0,16,610,0,0,0,0,0,0
"71",1747,0,6,11,1,0,0,851,0,6,0,0,0,29,843,0,0,0,0,0,0
"72",1218,0,9,12,1,0,0,584,0,15,0,0,0,19,578,0,0,0,0,0,0
"73",1449,0,7,14,1,0,0,701,0,7,0,0,0,20,699,0,0,0,0,0,0
"74",1156,0,3,16,1,0,0,557,0,10,0,0,0,15,554,0,0,0,0,0,0
"75",1918,0,4,14,1,0,0,938,0,7,0,0,0,20,934,0,0,0,0,0,0
"76",1400,0,6,14,1,0,0,678,0,6,0,0,0,21,674,0,0,0,0,0,0
"77",1946,0,7,12,1,0,0,952,0,4,0,0,0,20,950,0,0,0,0,0,0
"78",1920,0,4,15,1,0,0,936,0,5,0,0,0,27,932,0,0,0,0,0,0
"79",1776,0,4,12,1,0,0,869,0,6,0,0,0,28,856,0,0,0,0,0,0
"80",1408,0,5,10,1,0,0,684,0,8,0,0,0,21,679,0,0,0,0,0,0
"81",1131,0,4,21,1,0,0,542,0,4,0,0,0,20,539,0,0,0,0,0,0
"82",1174,0,5,19,1,0,0,564,0,5,0,0,0,14,566,0,0,0,0,0,0
"83",1188,0,4,16,1,0,0,573,0,6,0,0,0,16,572,0,0,0,0,0,0
"84",1482,0,6,21,1,0,0,714,0,5,0,0,0,23,712,0,0,0,0,0,0
"85",1184,0,4,17,1,0,0,569,0,3,0,0,0,16,574,0,0,0,0,0,0
"86",1147,0,5,18,1,0,0,548,0,9,0,0,0,19,547,0,0,0,0,0,0
"87",1933,0,5,16,1,0,0,941,0,5,0,0,0,34,931,0,0,0,0,0,0
"88",1395,0,5,17,1,0,0,677,0,4,0,0,0,17,674,0,0,0,0,0,0
"89",1534,0,5,15,1,0,0,746,0,4,0,0,0,18,745,0,0,0,0,0,0
"90",1900,0,5,11,1,0,0,927,0,8,0,0,0,27,921,0,0,0,0,0,0
"91",1568,0,4,9,1,0,0,767,0,8,0,0,0,21,758,0,0,0,0,0,0
"92",1298,0,7,11,1,0,0,631,0,7,0,0,0,15,626,0,0,0,0,0,0
"93",1337,0,5,17,1,0,0,641,0,7,0,0,0,22,644,0,0,0,0,0,0
"94",1449,0,5,11,1,0,0,708,0,4,0,0,0,20,700,0,0,0,0,0,0
"95",1177,0,4,19,1,0,0,563,0,7,0,0,0,19,564,0,0,0,0,0,0
"96",1332,0,5,13,1,0,0,643,0,8,0,0,0,16,646,0,0,0,0,0,0
"97",1316,0,8,18,1,0,0,630,0,10,0,0,0,20,629,0,0,0,0,0,0
"98",1566,0,5,18,1,0,0,757,0,6,0,0,0,21,758,0,0,0,0,0,0
"99",1266,0,4,19,1,0,0,608,0,4,0,0,0,19,611,0,0,0,0,0,0
"100",1164,0,6,12,1,0,0,562,0,8,0,0,0,14,561,0,0,0,0,0,0
